,timestamp,cpu.usage.average
0,2020-06-15 00:00:00+00:00,33.333333333333336
1,2020-06-16 00:00:00+00:00,-0.5555555555555556
2,2020-06-17 00:00:00+00:00,-0.5555555555555556
3,2020-06-18 00:00:00+00:00,-0.5555555555555556
4,2020-06-19 00:00:00+00:00,-0.5555555555555556
5,2020-06-20 00:00:00+00:00,-0.8888888888888888
6,2020-06-21 00:00:00+00:00,-0.8888888888888888
7,2020-06-22 00:00:00+00:00,-0.8888888888888888
8,2020-06-23 00:00:00+00:00,-0.8888888888888888
9,2020-06-24 00:00:00+00:00,-0.7777777777777778
10,2020-06-25 00:00:00+00:00,-0.8888888888888888
11,2020-06-26 00:00:00+00:00,0.1111111111111111
12,2020-06-27 00:00:00+00:00,-0.5555555555555556
13,2020-06-28 00:00:00+00:00,-0.5555555555555556
14,2020-06-29 00:00:00+00:00,-0.5555555555555556
15,2020-06-30 00:00:00+00:00,0.0
16,2020-07-01 00:00:00+00:00,0.8888888888888888
17,2020-07-02 00:00:00+00:00,0.7777777777777778
18,2020-07-03 00:00:00+00:00,0.7777777777777778
19,2020-07-04 00:00:00+00:00,-0.1111111111111111
20,2020-07-05 00:00:00+00:00,-0.2222222222222222
21,2020-07-06 00:00:00+00:00,-0.2222222222222222
22,2020-07-07 00:00:00+00:00,-0.2222222222222222
23,2020-07-08 00:00:00+00:00,-0.1111111111111111
24,2020-07-09 00:00:00+00:00,-0.2222222222222222
25,2020-07-10 00:00:00+00:00,-0.1111111111111111
26,2020-07-11 00:00:00+00:00,-0.2222222222222222
27,2020-07-12 00:00:00+00:00,-0.1111111111111111
28,2020-07-13 00:00:00+00:00,-0.2222222222222222
29,2020-07-14 00:00:00+00:00,-0.1111111111111111
30,2020-07-15 00:00:00+00:00,-0.1111111111111111
31,2020-07-16 00:00:00+00:00,-0.2222222222222222
32,2020-07-17 00:00:00+00:00,-0.1111111111111111
33,2020-07-18 00:00:00+00:00,0.0
34,2020-07-19 00:00:00+00:00,-0.1111111111111111
35,2020-07-20 00:00:00+00:00,-0.1111111111111111
36,2020-07-21 00:00:00+00:00,0.0
37,2020-07-22 00:00:00+00:00,1.1111111111111112
38,2020-07-23 00:00:00+00:00,-0.1111111111111111
39,2020-07-24 00:00:00+00:00,-0.1111111111111111
40,2020-07-25 00:00:00+00:00,-0.2222222222222222
41,2020-07-26 00:00:00+00:00,-0.1111111111111111
42,2020-07-27 00:00:00+00:00,-0.1111111111111111
43,2020-07-28 00:00:00+00:00,-0.2222222222222222
44,2020-07-29 00:00:00+00:00,-0.2222222222222222
45,2020-07-30 00:00:00+00:00,-0.1111111111111111
46,2020-07-31 00:00:00+00:00,-0.1111111111111111
47,2020-08-01 00:00:00+00:00,0.0
48,2020-08-02 00:00:00+00:00,0.0
49,2020-08-03 00:00:00+00:00,-0.1111111111111111
50,2020-08-04 00:00:00+00:00,0.1111111111111111
51,2020-08-05 00:00:00+00:00,0.1111111111111111
52,2020-08-06 00:00:00+00:00,0.0
53,2020-08-07 00:00:00+00:00,0.1111111111111111
54,2020-08-08 00:00:00+00:00,0.1111111111111111
55,2020-08-09 00:00:00+00:00,0.0
56,2020-08-10 00:00:00+00:00,0.1111111111111111
57,2020-08-11 00:00:00+00:00,0.0
58,2020-08-12 00:00:00+00:00,0.0
59,2020-08-13 00:00:00+00:00,0.1111111111111111
60,2020-08-14 00:00:00+00:00,0.0
61,2020-08-15 00:00:00+00:00,0.1111111111111111
62,2020-08-16 00:00:00+00:00,0.1111111111111111
63,2020-08-17 00:00:00+00:00,0.1111111111111111
64,2020-08-18 00:00:00+00:00,8.0
65,2020-08-19 00:00:00+00:00,323.22222222222223
66,2020-08-20 00:00:00+00:00,330.77777777777777
67,2020-08-21 00:00:00+00:00,335.8888888888889
68,2020-08-22 00:00:00+00:00,336.55555555555554
69,2020-08-23 00:00:00+00:00,335.8888888888889
70,2020-08-24 00:00:00+00:00,335.44444444444446
71,2020-08-25 00:00:00+00:00,335.22222222222223
72,2020-08-26 00:00:00+00:00,335.44444444444446
73,2020-08-27 00:00:00+00:00,335.77777777777777
74,2020-08-28 00:00:00+00:00,331.77777777777777
75,2020-08-29 00:00:00+00:00,331.77777777777777
76,2020-08-30 00:00:00+00:00,331.55555555555554
77,2020-08-31 00:00:00+00:00,331.44444444444446
78,2020-09-01 00:00:00+00:00,330.55555555555554
79,2020-09-02 00:00:00+00:00,331.0
